solution_id,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
1.63537841078193E+018,185375083640576,547832251,2015,46.2730927579,9.7228028235,1.1151588696,17.6319697586,,,,,,,-0.98445,,,,,,,,,,58,0,58,0,0,0,,0,0,false,1,0.038604975,,2,13,false,0.70467937,0.41704297,0.8306168,0.8199723,-134.02802,14.324504,-43.830914,25.542196,67,139.0420090609,1.9768961142,20.1669049778,NOT_AVAILABLE,177.0786135901,-47.2120875453,44.1390645703,-15.6369096776
1.63537841078193E+018,185405148455296,380203237,2015,46.2993745996,0.1229115222,1.1092161941,0.3762090744,,,,,,,-0.5245,,,,,,,,,,87,0,84,0,3,0,,0.5033182541,26.7077049825,false,2.117481,3.011778,,2,13,false,0.6310013,0.1904005,0.83785254,0.8467779,-108.6722,-17.089636,-47.614883,28.08955,114,14877.2083803933,21.3364531185,15.0934664486,NOT_AVAILABLE,177.1117012698,-47.1972390527,44.1634551724,-15.6501060863
1.63537841078193E+018,185439508196992,123149846,2015,46.3016957525,8.8423313026,1.1202345398,12.2411029299,,,,,,,-0.83355,,,,,,,,,,44,0,44,0,0,0,,13.1354118157,76.3757217444,false,10.4418,0.005106839,,2,10,false,0.7324393,0.4470811,0.8220408,0.8709071,-133.9938,19.422539,-41.2739,27.15237,52,213.3297296012,3.3735483451,19.7021416066,NOT_AVAILABLE,177.1023623017,-47.1879376646,44.1690304366,-15.640208274
1.63537841078193E+018,185473867935488,478667397,2015,46.2883659622,5.2892244192,1.1229997234,9.6645570202,,,,,,,-0.9823,,,,,,,,,,51,0,51,0,0,0,,0,0,false,1,0.13701938,,2,11,false,0.66445875,0.32613227,0.8365094,0.8144844,-127.65544,8.204929,-45.685368,25.662865,60,280.7077573568,1.9035401334,19.4041340275,NOT_AVAILABLE,177.0858489548,-47.1956407465,44.15658614,-15.6337544405
1.63537841078193E+018,185508227697280,393980020,2015,46.2935858841,4.981794058,1.1312927875,8.8812117901,,,,,,,-0.9491,,,,,,,,,,53,0,53,0,0,0,,1.3197322657,1.2100164192,false,1.0836201,0.053660065,,2,11,false,0.66859144,0.3512664,0.8424142,0.8061649,-129.74942,8.611329,-45.788788,25.115889,62,150.3683626732,1.968186589,20.0818788868,NOT_AVAILABLE,177.0823608448,-47.1861332083,44.1642379158,-15.6272959081
1.63537841078193E+018,185611306888704,418314121,2015,46.2484776039,5.5224405722,1.1193333639,10.0554759233,,,,,,,-0.98915,,,,,,,,,,72,0,71,0,1,0,,1.4002629863,3.123467721,false,1.224881,0.12597774,,2,12,false,0.74138063,0.48240632,0.82696325,0.8473239,-136.7748,18.767181,-41.602165,26.346806,79,339.0355940957,2.8124928739,19.1991568249,NOT_AVAILABLE,177.0490848666,-47.2269493309,44.1158110772,-15.6258808693
1.63537841078193E+018,185714386100480,701525724,2015,46.2915568413,0.1621373438,1.1402635837,0.4754055329,,,,,,,-0.5818,,,,,,,,,,76,0,76,0,0,0,,0.6355176051,52.3503420072,false,2.7831404,2.1229167,,2,12,false,0.6398454,0.17338054,0.8247415,0.86504275,-110.05383,-11.587852,-46.658173,28.50085,101,18584.1590848189,25.6044282918,14.8519127777,NOT_AVAILABLE,177.0707711543,-47.1813850885,44.1648775228,-15.6181192446
1.63537841078193E+018,185851825055872,127806940,2015,46.2000965708,7.7197518641,1.1023960572,14.2379881262,,,,,,,-0.9995,,,,,,,,,,71,0,69,0,2,0,,0.6507357396,9.9408405462,false,1.6167119,1.4571311,,2,13,false,0.747878,0.4951992,0.8274819,0.85103685,-137.29198,19.356346,-41.24891,26.44559,80,4409.8220590542,7.7977088628,16.4137173999,NOT_AVAILABLE,177.0177033719,-47.273564302,44.0626511447,-15.6282891538
1.63537841078193E+018,185886184794112,329018042,2015,46.1747814278,6.1469997124,1.101870009,11.3005122624,,,,,,,-0.9968,,,,,,,,,,53,0,52,0,1,0,,0,0,false,1,0.54380405,,2,10,false,0.81952757,0.6369103,0.8499116,0.90108985,-141.6731,24.531609,-37.275257,27.766161,61,726.7541465109,2.7334094469,18.371301268,NOT_AVAILABLE,176.9924016499,-47.2921731036,44.0373106564,-15.6215557472
1.63537841078193E+018,185920544533248,184098512,2015,46.1917491118,0.2205820549,1.1116578094,0.6861075537,,,,,,,-0.5395,,,,,,,,,,80,0,80,0,0,0,,0.8417192619,27.9263930199,false,2.2792068,1.1224009,,2,12,false,0.66270316,0.14697923,0.79438436,0.9115667,-111.78065,1.6642897,-44.576744,29.513428,107,6941.5978218572,10.0641462338,15.9211214434,NOT_AVAILABLE,176.9993381843,-47.2731611845,44.0570963403,-15.617027892
1.63537841078193E+018,185954904271488,506812821,2015,46.2068829108,6.7509179432,1.1115399083,12.3877112992,,,,,,,-0.99575,,,,,,,,,,72,0,72,0,0,0,,1.8678370753,17.4507203265,false,2.1807208,0.21237881,,2,13,false,0.7446263,0.4885196,0.82680553,0.8489354,-137.01515,19.084833,-41.416122,26.409393,81,1261.9010750457,4.717820647,17.772206788,NOT_AVAILABLE,177.0149183984,-47.2623359501,44.0721167791,-15.6214664915
1.63537841078193E+018,185954904271872,835975169,2015,46.2127910414,5.013150825,1.1124803334,8.9582466039,,,,,,,-0.9707,,,,,,,,,,72,0,72,0,0,0,,1.4147987362,0.7311651781,false,1.1085453,0.057117764,,2,13,false,0.7446262,0.4885197,0.8268058,0.8489353,-137.01503,19.084936,-41.416004,26.409512,90,181.3364744636,1.5646581183,19.878557144,NOT_AVAILABLE,177.0199511833,-47.2574256756,44.0782735953,-15.6222536898
1.63537841078193E+018,186092343224832,839850668,2015,46.1722194084,6.0735784716,1.1113745715,11.1480687442,,,,,,,-0.9944,,,,,,,,,,57,0,56,0,1,0,,0.9432978981,2.0012262569,false,1.2085631,0.29598904,,2,12,false,0.7324143,0.42096257,0.8111292,0.9017233,-131.20807,21.539667,-40.24349,28.368742,63,650.9938500457,5.0898667848,18.4908278493,NOT_AVAILABLE,176.9796853656,-47.2874294963,44.0375846277,-15.6117155955
1.63537841078193E+018,186229782180096,1000066834,2015,46.1910972813,6.9264305049,1.129124421,12.7512181462,,,,,,,-0.99825,,,,,,,,,,70,0,70,0,0,0,,1.0443337627,8.3813650772,false,1.5842423,0.51664317,,2,13,false,0.7415343,0.47480795,0.8235567,0.8581147,-135.88126,19.502384,-41.194885,26.810663,79,1715.2573156401,2.9224704584,17.4389468631,NOT_AVAILABLE,176.9801220473,-47.2615218288,44.0616329288,-15.6001040464
1.63537841078193E+018,186298501680256,373202501,2015,46.1714201012,5.3634511178,1.1434925831,9.6026451835,,,,,,,-0.9773,,,,,,,,,,50,0,50,0,0,0,,1.4363070113,1.1715429776,false,1.1740206,0.088641606,,2,10,false,0.6954915,0.32429066,0.8087362,0.89072144,-126.04795,16.927559,-42.419914,28.090124,50,262.0750458024,2.6683156728,19.4787058879,NOT_AVAILABLE,176.9447635401,-47.2657305526,44.0463261362,-15.5807105181
1.63537841078193E+018,186367221133824,861262801,2015,46.2322619517,5.6760370112,1.1345168511,10.3602807844,,,,,,,-0.9903,,,,,,,,,,70,0,69,0,1,0,,1.5828850679,2.8472577598,false,1.3336864,0.13457133,,2,13,false,0.73477364,0.46946457,0.82670784,0.84357846,-136.23097,18.131752,-41.963802,26.246105,79,418.2701116628,1.8565841201,18.9711279831,NOT_AVAILABLE,177.0164213985,-47.228119768,44.1041821886,-15.6066987825
1.63537841078193E+018,186405875829632,671784373,2015,46.2336578046,9.6181574355,1.1363222656,17.6843228747,,,,,,,-0.98935,,,,,,,,,,63,0,62,0,1,0,,1.3456877171,1.2156497981,false,5.276001,0.063536756,,2,13,false,0.7097269,0.41786572,0.82393396,0.82658285,-133.752,15.513732,-43.27048,26.006927,71,195.9154835887,1.7885268043,19.7945981626,NOT_AVAILABLE,177.0159289557,-47.2258624847,44.1061063196,-15.6053673079
1.63537841078193E+018,186435940610816,544984515,2015,46.2182822164,5.8962072118,1.1363832641,9.8524038319,,,,,,,-0.8587,,,,,,,,,,62,0,62,0,0,0,,9.783833769,37.0294119622,false,7.7960963,0.00863546,,2,10,false,0.70835865,0.4220064,0.8320056,0.83025295,-134.07454,14.990068,-43.491516,25.733925,62,217.3826313222,4.3052264664,19.6817079604,NOT_AVAILABLE,177.0001735632,-47.2369015467,44.0908290046,-15.6009166383
1.63537841078193E+018,186470300349824,728445561,2015,46.2299387538,17.6397245675,1.1433024591,41.9096465857,,,,,,,0.87775,,,,,,,,,,45,0,44,0,1,0,,2.5300625857,1.3730986334,false,1.1966054,0.033712756,,2,9,false,0.6313636,0.31431344,0.8693792,0.77629244,-125.58679,-0.58334285,-48.226482,24.125025,44,126.2347674168,2.6532075561,20.2718226033,NOT_AVAILABLE,177.0047249964,-47.223705178,44.1044770795,-15.5976157569
1.63537841078193E+018,186539019827456,913552347,2015,46.2629825309,5.7799299537,1.1598831351,10.5836610945,,,,,,,-0.99405,,,,,,,,,,70,0,70,0,0,0,,0.8846129036,1.2602272281,false,1.1335748,0.21635807,,2,13,false,0.75116354,0.5014031,0.8274364,0.85268885,-137.5256,19.662378,-41.061245,26.509346,78,499.9925265672,2.2454755613,18.7773612815,NOT_AVAILABLE,177.020832808,-47.1883976952,44.1422645842,-15.5911610374
1.63537841078193E+018,186539019827968,519739327,2015,46.2631933443,6.960836184,1.1632450998,12.816972779,,,,,,,-0.9988,,,,,,,,,,71,0,71,0,0,0,,0.8103790111,5.751597716,false,1.4024891,0.7158194,,2,13,false,0.74305534,0.48173898,0.8251729,0.8533127,-136.45734,19.286724,-41.30722,26.608904,79,1757.9966188808,4.8214925688,17.4122249752,NOT_AVAILABLE,177.0174811871,-47.185915973,44.1434708166,-15.5879991837
1.63537841078193E+018,186573379565312,375476567,2015,46.2405982905,6.0124105041,1.148562969,11.0258413719,,,,,,,-0.99525,,,,,,,,,,72,0,70,0,2,0,,1.1755425449,3.1043919728,false,1.2908009,0.24113312,,2,13,false,0.73816335,0.47584876,0.8264676,0.8452912,-136.49315,18.48026,-41.769104,26.310253,81,629.6804902994,5.3646272309,18.52696947,NOT_AVAILABLE,177.0100172429,-47.2123767859,44.116641014,-15.5956188442
1.63537841078193E+018,186573379566080,160893905,2015,46.2432841377,5.8295822917,1.1616586362,10.6788823159,,,,,,,-0.99425,,,,,,,,,,72,0,72,0,0,0,,1.0639603555,2.0265336047,false,1.1989365,0.212717,,2,13,false,0.7446261,0.48851985,0.8268061,0.84893507,-137.01447,19.085487,-41.415432,26.410088,81,510.3099784734,2.7598911268,18.7551849126,NOT_AVAILABLE,176.9988618804,-47.2013643064,44.1231959384,-15.5838356525
1.63537841078193E+018,186642099041920,241277149,2015,46.2007643732,0.2885112426,1.1477252722,0.7733469845,,,,,,,-0.6624,,,,,,,,,,81,0,74,0,7,0,,0.8606826212,29.0275407293,false,2.3139317,1.079215,,2,12,false,0.6783263,0.22992826,0.7953854,0.90818024,-119.08568,13.940771,-43.02897,29.102318,108,6997.1871042611,62.5232775657,15.9124613462,NOT_AVAILABLE,176.9702498569,-47.2416597195,44.0767690755,-15.5850422617
1.63537841078193E+018,186882617213568,453106667,2015,46.2336496652,7.2105345182,1.1836513768,13.2879706011,,,,,,,-0.9992,,,,,,,,,,72,0,72,0,0,0,,0.6893723449,5.9731208297,false,1.4001831,1.0188792,,2,12,false,0.74462634,0.48851964,0.82680565,0.84893554,-137.01468,19.085304,-41.415653,26.409863,81,2296.7988844219,3.8631182175,17.1219626425,NOT_AVAILABLE,176.9657085113,-47.1930576078,44.1201336386,-15.560007876
1.63537841078193E+018,186916976947072,380234501,2015,46.3272724371,6.2515633338,1.1278057975,11.4744498729,,,,,,,-0.99555,,,,,,,,,,52,0,52,0,0,0,,1.0267465175,3.0952373895,false,1.2935641,0.3306085,,2,11,false,0.8035934,0.6341597,0.8538612,0.82492155,-145.84157,19.08187,-41.25528,24.163609,61,781.2667116579,5.3195206216,18.2927717633,NOT_AVAILABLE,177.1203597176,-47.1642400769,44.196724901,-15.6402475459
1.63537841078193E+018,186916976947328,579115494,2015,46.313326836,17.4724762277,1.1291920881,41.8002181764,,,,,,,0.87925,,,,,,,,,,44,0,44,0,0,0,,0,0,false,1,0.04875641,,2,10,false,0.61975163,0.29738367,0.8772375,0.7743425,-122.77165,-4.533216,-48.857327,24.190441,52,176.8886078539,3.2326320962,19.9055204039,NOT_AVAILABLE,177.1046935288,-47.173344619,44.1832584123,-15.6349413113
1.63537841078193E+018,186951336686592,169101356,2015,46.3282913275,6.9381835904,1.1398420835,12.7673972396,,,,,,,-0.9982,,,,,,,,,,62,0,61,0,1,0,,1.111500366,10.6126049342,false,1.6499219,0.50125045,,2,12,false,0.71645254,0.44261253,0.8339303,0.83026034,-135.38747,15.573449,-43.275105,25.562235,71,1661.5638275579,9.4169335447,17.4734774914,NOT_AVAILABLE,177.1086192476,-47.1551746831,44.2013038185,-15.6290018247
1.63537841078193E+018,187230509505664,26533654,2015,46.2994832734,18.9730913153,1.1590513392,25.4722960439,,,,,,,-0.75225,,,,,,,,,,19,0,18,0,1,0,,16.0945446773,101.9620929644,false,61.965702,0.003826561,,2,9,true,0.64589137,0.44765994,0.9432176,0.80739945,-86.39891,-44.44737,-53.476532,27.490166,25,750.7408705592,34.2539495744,18.3360449148,NOT_AVAILABLE,177.0589078887,-47.1626569188,44.178330428,-15.6023741805
1.63537841078193E+018,187260574332800,817475745,2015,46.2849591803,1.1604993055,1.1555323059,2.8853086653,,,,,,,-0.5588,,,,,,,,,,75,0,74,0,1,0,,2.4317486525,8.6347005311,false,1.370079,0.052926548,,2,13,false,0.7097369,0.4050432,0.8229234,0.85031164,-131.84818,16.922972,-42.267765,27.11111,91,201.3078852344,2.2582778438,19.7651180975,NOT_AVAILABLE,177.0478464868,-47.1755680463,44.162838054,-15.6016029715
1.63537841078193E+018,187260574354688,1112499231,2015,46.2849344227,5.2138714934,1.1511928836,9.253398414,,,,,,,-0.9694,,,,,,,,,,63,0,63,0,0,0,,1.5409528537,1.0100720489,false,1.1567427,0.06295809,,2,12,false,0.8375487,0.6883157,0.85480934,0.8434394,-146.67714,21.823797,-39.057453,25.367907,71,200.6583641894,3.2790863252,19.7686268952,NOT_AVAILABLE,177.0524256502,-47.1785917554,44.1615275109,-15.6057548313
1.63537841078193E+018,187398013287808,591764258,2015,46.3157915962,6.3679545203,1.174265735,11.755237605,,,,,,,-0.99675,,,,,,,,,,52,0,52,0,0,0,,0.7820542505,1.958116734,false,1.2003107,0.43661484,,2,12,false,0.67593884,0.37106237,0.8427719,0.80521715,-131.30446,9.722741,-45.54364,24.94096,61,869.3486382346,3.9038048762,18.1767851184,NOT_AVAILABLE,177.0593758341,-47.1403583157,44.1990616466,-15.5924435961
1.63537841078193E+018,187466732764032,1000931329,2015,46.3577688165,7.5129128778,1.1692045181,13.8373314967,,,,,,,-0.999,,,,,,,,,,61,0,61,0,0,0,,0.9177101029,14.5416783476,false,1.8057806,0.81097555,,2,11,false,0.7164674,0.44259557,0.83390045,0.8302904,-135.3871,15.575678,-43.27527,25.561924,78,3126.2564774365,4.3864146547,16.7872085524,NOT_AVAILABLE,177.1074513205,-47.113580322,44.239328176,-15.6092614713
1.63537841078193E+018,187501092495360,1108762034,2015,46.3747853235,0.1430830655,1.1743891804,0.4186757482,,,,,,,-0.55095,,,,,,,,,,79,0,78,0,1,0,,0.6033954655,211.6400090713,false,4.503707,2.5688732,,2,12,false,0.63690364,0.21718852,0.83549327,0.8381214,-115.71947,-3.1146817,-46.32864,27.680658,103,78640.3317326057,33.0490238234,13.2856567218,NOT_AVAILABLE,177.1192517665,-47.0977118378,44.2577942228,-15.6091404274
1.63537841078193E+018,187501092503168,420362452,2015,46.3750848844,27.9988693092,1.1788010137,46.6418180934,,,,,,,0.82555,,,,,,,,,,23,0,23,0,0,0,,5.8776109731,2.4858821747,false,1.5189341,0.010610627,,2,8,false,0.7344886,0.63598406,0.98000836,0.8381075,-151.85077,5.543894,-49.910988,15.803464,32,81.2265187716,3.0891748331,20.7505254625,NOT_AVAILABLE,177.1148781445,-47.0944424567,44.2593975584,-15.604996835
1.63537841078193E+018,187604171719936,692553333,2015,46.3839499241,6.7021995238,1.1902443552,12.3413493186,,,,,,,-0.9991,,,,,,,,,,61,0,60,0,1,0,,0.2440128752,0.4567749586,false,1.0343813,1.1146277,,2,12,false,0.71241444,0.43502498,0.8342394,0.82781065,-135.01378,15.09886,-43.49478,25.504414,69,1433.7566707584,19.4994272259,17.633581435,NOT_AVAILABLE,177.111755631,-47.080125151,44.2716034,-15.5965530215
1.63537841078193E+018,187775970411392,873871829,2015,46.3549536115,0.1323325579,1.1880262855,0.3784867932,,,,,,,-0.5684,,,,,,,,,,78,0,76,0,2,0,,0.4655269862,18.8934619353,false,1.8213433,3.2452989,,2,12,false,0.64059937,0.23186253,0.8349285,0.8361036,-117.74239,0.0033981914,-46.02375,27.502167,104,12013.7193686672,14.5423806681,15.3255763565,NOT_AVAILABLE,177.0846317765,-47.1025822706,44.2420971626,-15.5904182195
1.63537841078193E+018,187775970411904,422502484,2015,46.3416050486,27.7479041965,1.1938329371,46.7605007421,,,,,,,0.8389,,,,,,,,,,16,0,16,0,0,0,,0,-3.78720550663321E-16,false,1,0.017222455,,2,7,false,0.57728016,0.3734229,0.97142404,0.7530073,-102.34904,-31.733849,-53.202362,23.96583,16,66.0068348603,3.5672379392,20.9757977936,NOT_AVAILABLE,177.0649000245,-47.1081900512,44.2305352709,-15.5810482115
1.63537841078193E+018,187844689889280,577712942,2015,46.3461604441,5.6107318074,1.1990124318,10.2164532823,,,,,,,-0.9897,,,,,,,,,,61,0,61,0,0,0,,1.424158679,2.3852309876,false,1.2539499,0.13594238,,2,12,false,0.7164678,0.44259536,0.83390015,0.8302916,-135.38734,15.575487,-43.275513,25.561672,70,367.7325221871,2.9391377027,19.1109399626,NOT_AVAILABLE,177.0640445447,-47.1013175929,44.2366000344,-15.5773819557
1.63537841078193E+018,187947769093760,160501125,2015,46.3518629693,0.1810316185,1.2165152354,0.5244193058,,,,,,,-0.55365,,,,,,,,,,79,0,79,0,0,0,,0.7224905787,43.9778708763,false,2.5546362,1.601976,,2,12,false,0.6355493,0.21082208,0.8355971,0.8393925,-114.74701,-4.7497416,-46.48543,27.755325,105,11258.3378340415,38.4946632747,15.3960843724,NOT_AVAILABLE,177.0513001693,-47.0850827123,44.2474518431,-15.5622302267
1.63537841078193E+018,187947769105024,189220060,2015,46.3478648525,0.7800762774,1.2111088491,1.9817344346,,,,,,,-0.6336,,,,,,,,,,68,0,67,0,1,0,,1.8575565094,10.6514177721,false,1.5101649,0.12978354,,2,12,false,0.6572698,0.29411456,0.83514637,0.82802737,-124.40063,7.086358,-45.37173,26.59158,84,470.6238365184,2.3708769749,18.8430852641,NOT_AVAILABLE,177.0529609958,-47.0917105367,44.2418749991,-15.5662730869
1.63537841078193E+018,188016488571008,519505398,2015,46.2723441619,0.2245164214,1.1692117107,0.6652162862,,,,,,,-0.5598,,,,,,,,,,81,0,81,0,0,0,,0.9166715589,225.373593594,false,5.2097077,1.130329,,2,13,false,0.6634099,0.1737492,0.7992368,0.9044135,-114.13209,5.734721,-44.156883,29.365538,105,42806.6657226367,34.5898216862,13.9459915606,NOT_AVAILABLE,177.0204800809,-47.1751852472,44.1543421208,-15.5848926752
1.63537841078193E+018,188016488599552,777970487,2015,46.2726187841,17.5543532679,1.1649989016,41.8431150594,,,,,,,0.87835,,,,,,,,,,44,0,44,0,0,0,,1.0611201805,0.2576874859,false,1.0418911,0.040643558,,2,10,false,0.6197528,0.2973811,0.87723583,0.77434546,-122.7725,-4.5339484,-48.858208,24.189558,52,131.4539299454,2.7776776958,20.2278361281,NOT_AVAILABLE,177.0252284578,-47.1779065149,44.1533668357,-15.5890085762
1.63537841078193E+018,188016489534208,1104123981,2015,46.27110348,6.8460472417,1.1684433105,12.4346412201,,,,,,,-0.9874,,,,,,,,,,72,0,72,0,0,0,,2.4180329393,4.1535020226,false,2.694942,0.069264084,,2,13,false,0.74462575,0.48852018,0.82680684,0.8489346,-137.0139,19.086014,-41.414856,26.410666,80,297.3768657614,2.5941221458,19.3415021142,NOT_AVAILABLE,177.0200305393,-47.1766120314,44.1528802145,-15.5852750197
